date_time, WS_60_mean, WD_60_mean, Tair_mean, RH_mean
1/1/2019 0:10,6.6659,281.94,22.9,79.91
1/1/2019 0:20,8.7072,284.14,23.28,78.13
1/1/2019 0:30,9.398,281.84,22.94,80
1/1/2019 0:40,9.3793,275.94,22.81,80.3
1/1/2019 0:50,9.927,277.94,22.58,80.7
1/1/2019 1:00,9.3918,274.54,22.34,81.6
1/1/2019 1:10,8.9001,269.94,22.51,78.06
1/1/2019 1:20,9.8336,285.24,22.43,79.04
1/1/2019 1:30,11.2152,270.74,22.07,83.5
1/1/2019 1:40,8.9188,274.44,21.77,86
1/1/2019 1:50,9.2175,275.74,21.57,88
1/1/2019 2:00,9.4913,281.14,21.4,88.2
1/1/2019 2:10,9.7154,285.84,21.39,87.3
1/1/2019 2:20,9.8959,287.04,21.38,88.2
1/1/2019 2:30,11.153,285.24,21.42,88
1/1/2019 2:40,10.5991,285.54,21.46,87.4
1/1/2019 2:50,10.3377,289.04,21.5,86.4
1/1/2019 3:00,10.5369,283.04,21.55,85.3
1/1/2019 3:10,10.3191,279.24,21.53,84.8
1/1/2019 3:20,10.1137,277.14,21.39,85.4
1/1/2019 3:30,9.6158,275.24,21.32,85.2
1/1/2019 3:40,9.3295,279.04,21.18,85.9
1/1/2019 3:50,8.8317,284.64,21.14,85.8
1/1/2019 4:00,8.9748,283.74,21.1,86
1/1/2019 4:10,8.8441,281.64,21.04,86.3
1/1/2019 4:20,9.1739,288.34,20.99,85.8
1/1/2019 4:30,9.5536,292.84,21.19,82.5
1/1/2019 4:40,8.869,289.64,21.31,80.9
1/1/2019 4:50,8.9001,286.84,21.28,80.7
1/1/2019 5:00,8.5952,279.84,21.2,81.9
1/1/2019 5:10,8.228,276.44,20.97,84.2
1/1/2019 5:20,8.7632,273.24,20.75,86.2
1/1/2019 5:30,8.7943,272.24,20.55,88.6
1/1/2019 5:40,8.9063,271.94,20.43,91.6
1/1/2019 5:50,8.4334,274.24,20.26,93.6
1/1/2019 6:00,8.4147,275.34,20.24,94.7
1/1/2019 6:10,9.0868,273.14,20.29,95.1
1/1/2019 6:20,10.3564,269.14,20.48,94.5
1/1/2019 6:30,11.3708,266.74,20.54,93.4
1/1/2019 6:40,11.4953,264.44,20.6,92.3
1/1/2019 6:50,11.6011,265.54,20.73,90.7
1/1/2019 7:00,12.1052,263.94,20.84,88.8
1/1/2019 7:10,12.4039,263.44,20.91,89.3
1/1/2019 7:20,13.5988,268.34,20.92,89.4
1/1/2019 7:30,14.7065,267.54,20.82,87.3
1/1/2019 7:40,13.493,266.54,20.98,85.4
1/1/2019 7:50,12.8084,265.04,20.95,84.9
1/1/2019 8:00,11.8998,267.14,21.06,83.2
1/1/2019 8:10,12.0678,266.44,21.08,83.1
1/1/2019 8:20,11.4828,258.64,21.05,85.5
1/1/2019 8:30,11.4081,263.44,21.04,85.1
1/1/2019 8:40,12.0678,262.64,20.89,85.2
1/1/2019 8:50,12.1425,261.54,20.95,84.6
1/1/2019 9:00,13.0511,260.64,21.06,82.7
1/1/2019 9:10,13.2627,258.14,21.29,80.1
1/1/2019 9:20,13.1258,256.04,21.21,80.8
1/1/2019 9:30,12.491,259.64,21.28,80.7
1/1/2019 9:40,12.4039,267.34,21.56,77.01
1/1/2019 9:50,13.2938,263.94,21.46,76.95
1/1/2019 10:00,13.2067,266.34,21.55,75.89
1/1/2019 10:10,13.9286,268.44,21.67,71.77
1/1/2019 10:20,12.0678,267.84,22.21,70.13
1/1/2019 10:30,12.1052,270.84,22.37,69.33
1/1/2019 10:40,12.8395,261.44,22.31,68.57
1/1/2019 10:50,11.6758,263.14,22.55,68.85
1/1/2019 11:00,12.2358,258.34,22.54,66.34
1/1/2019 11:10,13.0013,253.44,22.42,66.92
1/1/2019 11:20,13.966,253.94,21.86,69.66
1/1/2019 11:30,13.7855,253.44,21.87,70.54
1/1/2019 11:40,13.6859,254.94,21.69,73.62
1/1/2019 11:50,14.6443,254.24,21.44,73.46
1/1/2019 12:00,14.2211,255.74,21.51,70.95
1/1/2019 12:10,14.1776,257.44,21.91,68.9
1/1/2019 12:20,13.4183,253.34,21.84,70.47
1/1/2019 12:30,12.908,248.84,21.88,73.37
1/1/2019 12:40,13.9908,246.74,21.44,74.52
1/1/2019 12:50,14.5447,250.54,21.37,73.16
1/1/2019 13:00,14.246,251.34,21.27,75.66
1/1/2019 13:10,14.3954,250.04,21.14,75.1
1/1/2019 13:20,15.1733,248.54,20.89,77.55
1/1/2019 13:30,14.1402,248.44,20.7,83.9
1/1/2019 13:40,12.5844,254.24,20.92,84.9
1/1/2019 13:50,12.4972,255.04,20.89,85.7
1/1/2019 14:00,14.4638,249.14,20.59,86.1
1/1/2019 14:10,13.0262,252.44,20.4,87.7
1/1/2019 14:20,12.8084,257.74,20.35,88.3
1/1/2019 14:30,11.3023,252.74,20.5,86.8
1/1/2019 14:40,12.9702,249.14,20.35,85.6
1/1/2019 14:50,12.8333,249.54,20.25,86
1/1/2019 15:00,12.3665,249.34,20.28,86.6
1/1/2019 15:10,13.5428,250.24,20.18,87.3
1/1/2019 15:20,12.7835,247.74,20.11,88.2
1/1/2019 15:30,13.6486,243.04,20.04,85.3
1/1/2019 15:40,13.5241,251.44,20.12,85.2
1/1/2019 15:50,13.3249,248.34,19.96,85
1/1/2019 16:00,11.8438,250.34,20.01,85.6
1/1/2019 16:10,11.8376,248.04,19.98,86.4
1/1/2019 16:20,12.0118,249.74,20.08,85.8
1/1/2019 16:30,13.0947,253.54,19.96,83.5
1/1/2019 16:40,11.2339,251.04,19.99,83.3
1/1/2019 16:50,12.5035,243.34,19.74,84.4
1/1/2019 17:00,10.6738,249.94,19.93,82.8
1/1/2019 17:10,11.209,250.04,19.79,82.1
1/1/2019 17:20,10.6987,246.74,19.86,80.6
1/1/2019 17:30,10.2257,248.04,19.86,80.7
1/1/2019 17:40,9.7029,252.24,19.91,80.8
1/1/2019 17:50,10.039,250.14,19.81,80
1/1/2019 18:00,11.1779,249.94,19.77,79.87
1/1/2019 18:10,11.5824,252.24,19.82,77.73
1/1/2019 18:20,10.5742,254.94,19.97,76.56
1/1/2019 18:30,10.3751,253.54,19.93,77.34
1/1/2019 18:40,11.5513,254.14,19.9,76.62
1/1/2019 18:50,9.5038,252.04,19.98,77.42
1/1/2019 19:00,10.2568,253.14,19.84,79
1/1/2019 19:10,10.2693,256.94,19.79,79.65
1/1/2019 19:20,9.9768,260.44,19.79,78.26
1/1/2019 19:30,9.5473,259.44,19.75,77.88
1/1/2019 19:40,9.5785,256.84,19.61,78.01
1/1/2019 19:50,10.736,253.54,19.54,78.81
1/1/2019 20:00,10.3688,253.84,19.52,77.29
1/1/2019 20:10,9.6718,256.74,19.51,76.14
1/1/2019 20:20,10.095,255.44,19.62,75.94
1/1/2019 20:30,8.6138,259.64,19.72,76.18
1/1/2019 20:40,9.1677,255.04,19.75,77.79
1/1/2019 20:50,9.3855,257.54,19.83,78.18
1/1/2019 21:00,8.7881,261.64,19.8,78.85
1/1/2019 21:10,8.6263,263.04,19.78,79.99
1/1/2019 21:20,9.3669,253.14,19.54,82.1
1/1/2019 21:30,8.2218,250.64,19.07,86.5
1/1/2019 21:40,8.9188,248.64,18.93,89.2
1/1/2019 21:50,7.5745,253.94,18.84,91.5
1/1/2019 22:00,7.8608,266.14,18.7,93.4
1/1/2019 22:10,6.9211,287.94,18.63,92.9
1/1/2019 22:20,6.4108,292.94,18.59,91.8
1/1/2019 22:30,6.9148,299.44,18.53,92.4
1/1/2019 22:40,7.114,302.14,18.42,93
1/1/2019 22:50,6.9024,306.44,18.35,93.5
1/1/2019 23:00,7.1264,301.54,18.37,92.9
1/1/2019 23:10,6.2489,294.64,18.44,91.4
1/1/2019 23:20,6.5975,286.24,18.57,89.2
1/1/2019 23:30,7.7363,288.24,18.73,87.4
1/1/2019 23:40,8.9312,285.44,18.77,87
1/1/2019 23:50,9.6967,285.14,18.93,86.1
1/2/2019 0:00,8.7943,271.34,18.99,86.1
1/2/2019 0:10,10.0016,275.54,18.9,86.6
1/2/2019 0:20,9.1242,277.14,18.59,90.6
1/2/2019 0:30,8.5516,279.84,18.31,94.5
1/2/2019 0:40,8.6138,277.84,18.31,95.8
1/2/2019 0:50,10.9103,238.64,18.45,96.4
1/2/2019 1:00,9.6096,197.04,18.26,96.5
1/2/2019 1:10,10.7796,193.84,17.89,97
1/2/2019 1:20,10.568,197.84,18,96.7
1/2/2019 1:30,9.9021,196.24,18.06,94.1
1/2/2019 1:40,7.9044,198.64,18.15,93
1/2/2019 1:50,8.7259,197.44,18.14,93.4
1/2/2019 2:00,10.9538,196.74,17.53,95.1
1/2/2019 2:10,10.6987,197.74,17.38,96.3
1/2/2019 2:20,12.0243,193.14,16.73,96.3
1/2/2019 2:30,10.5493,191.74,16.55,95.5
1/2/2019 2:40,9.1739,184.24,16.65,94.8
1/2/2019 2:50,7.6928,184.84,16.76,94.8
1/2/2019 3:00,6.1805,179.24,16.84,94.9
1/2/2019 3:10,6.361,175.14,16.96,93.9
1/2/2019 3:20,5.4088,162.24,17.07,92.4
1/2/2019 3:30,7.7301,175.34,16.99,93.8
1/2/2019 3:40,8.7756,177.14,16.75,92.9
1/2/2019 3:50,7.3256,168.74,16.89,89.3
1/2/2019 4:00,5.8382,174.34,17.15,87.9
1/2/2019 4:10,3.4559,169.04,17.13,87.7
1/2/2019 4:20,3.0669,159.64,17.04,89.1
1/2/2019 4:30,1.9816,141.44,16.86,90.3
1/2/2019 4:40,3.9606,156.54,16.82,89.7
1/2/2019 4:50,4.8288,147.84,16.71,86.9
1/2/2019 5:00,3.5274,152.14,17.02,84.5
1/2/2019 5:10,3.0893,161.44,17.13,81.9
1/2/2019 5:20,4.8126,174.24,17.58,75.26
1/2/2019 5:30,5.2159,176.44,17.72,73.7
1/2/2019 5:40,4.9906,177.64,17.14,79.62
1/2/2019 5:50,3.8268,168.74,16.43,84.7
1/2/2019 6:00,4.184,168.74,16.14,86.8
1/2/2019 6:10,3.5243,161.44,15.8,88.3
1/2/2019 6:20,3.683,146.84,15.9,86.9
1/2/2019 6:30,4.7043,177.84,16.09,83.8
1/2/2019 6:40,4.9843,154.94,16.29,81
1/2/2019 6:50,2.996,149.94,16.26,81.1
1/2/2019 7:00,1.8023,180.44,16.46,78.37
1/2/2019 7:10,1.0742,192.64,16.8,76.22
1/2/2019 7:20,1.5752,174.74,16.9,75.15
1/2/2019 7:30,1.4121,149.14,17.04,74.27
1/2/2019 7:40,2.2243,132.14,17.09,74.76
1/2/2019 7:50,1.5409,111.74,17.01,75.77
1/2/2019 8:00,1.7942,127.94,17.05,74.56
1/2/2019 8:10,1.7774,156.44,17.16,73.54
1/2/2019 8:20,1.8695,208.44,17.34,70.42
1/2/2019 8:30,4.53,170.54,17.42,65.18
1/2/2019 8:40,4.1473,149.84,17.69,63.64
1/2/2019 8:50,3.9699,162.14,17.74,63.05
1/2/2019 9:00,4.3458,154.64,17.75,61.7
1/2/2019 9:10,4.5045,153.04,17.79,61
1/2/2019 9:20,4.8599,152.14,17.7,61.47
1/2/2019 9:30,3.4347,133.94,17.53,62.71
1/2/2019 9:40,4.7503,154.84,17.5,63.24
1/2/2019 9:50,3.2878,120.64,17.35,64.75
1/2/2019 10:00,4.3197,150.24,17.46,62
1/2/2019 10:10,4.2811,124.24,17.72,61.59
1/2/2019 10:20,5.1082,123.34,17.58,61.81
1/2/2019 10:30,5.7635,129.64,17.56,59.92
1/2/2019 10:40,5.8009,146.44,17.25,62.95
1/2/2019 10:50,5.9253,129.84,17.41,61.96
1/2/2019 11:00,4.2313,152.24,17.11,66.02
1/2/2019 11:10,5.1723,148.44,17.11,63.98
1/2/2019 11:20,5.1692,156.44,17.51,60.6
1/2/2019 11:30,4.3402,159.94,17.65,59.13
1/2/2019 11:40,6.2178,146.44,17.82,60.79
1/2/2019 11:50,6.5539,153.44,17.47,59.28
1/2/2019 12:00,5.7262,146.64,17.64,57.56
1/2/2019 12:10,5.7946,138.14,17.99,56.45
1/2/2019 12:20,6.7406,143.14,17.58,60.37
1/2/2019 12:30,4.2307,144.34,17.56,60.58
1/2/2019 12:40,4.7367,137.74,17.96,56.94
1/2/2019 12:50,6.0747,149.94,18.01,52.93
1/2/2019 13:00,5.5457,152.54,18.15,52.08
1/2/2019 13:10,6.3236,156.74,18.23,53.16
1/2/2019 13:20,6.3236,156.04,18.07,55.15
1/2/2019 13:30,5.72,148.74,18.1,54.34
1/2/2019 13:40,6.2614,131.84,18.14,57.91
1/2/2019 13:50,6.9335,127.84,18.18,58.43
1/2/2019 14:00,7.9106,132.24,18.11,59.2
1/2/2019 14:10,7.2198,124.14,18.22,59.67
1/2/2019 14:20,7.6492,119.64,18.24,59.17
1/2/2019 14:30,7.8172,128.54,18.13,57.39
1/2/2019 14:40,7.9542,123.84,18.12,57.91
1/2/2019 14:50,7.9044,128.64,18.08,57.47
1/2/2019 15:00,7.002,122.44,18.11,57.12
1/2/2019 15:10,7.1949,125.84,18.2,56.82
1/2/2019 15:20,7.5496,124.94,18.11,55.74
1/2/2019 15:30,7.8608,117.24,18.04,56.58
1/2/2019 15:40,7.0642,124.94,18.01,55.77
1/2/2019 15:50,9.6407,130.84,17.79,64.78
1/2/2019 16:00,9.8523,135.54,17.28,69.13
1/2/2019 16:10,8.4582,126.34,17.3,68.81
1/2/2019 16:20,9.4415,125.84,17.23,68.05
1/2/2019 16:30,10.1821,122.34,17.18,67.2
1/2/2019 16:40,10.0639,121.54,17.06,68.09
1/2/2019 16:50,8.6325,123.84,17.02,68.21
1/2/2019 17:00,10.1946,122.54,16.92,68.59
1/2/2019 17:10,9.8149,124.84,16.55,70.16
1/2/2019 17:20,8.3773,118.44,16.54,69.52
1/2/2019 17:30,8.9312,109.64,16.48,69.54
1/2/2019 17:40,8.3836,107.94,16.4,68.62
1/2/2019 17:50,7.7426,98.04,16.42,68.4
1/2/2019 18:00,7.7301,94.14,16.5,67.67
1/2/2019 18:10,7.6679,97.14,16.64,66.24
1/2/2019 18:20,7.5994,97.04,16.76,64.96
1/2/2019 18:30,7.4438,95.24,16.84,64.4
1/2/2019 18:40,6.4419,93.84,16.85,65.11
1/2/2019 18:50,6.8651,92.74,16.93,64.82
1/2/2019 19:00,7.0269,94.44,16.95,65.3
1/2/2019 19:10,6.3112,91.94,16.95,65.5
1/2/2019 19:20,6.3112,89.64,16.93,65.57
1/2/2019 19:30,6.0062,87.54,16.87,66.09
1/2/2019 19:40,6.1867,88.34,16.83,66.18
1/2/2019 19:50,6.5539,94.64,16.86,65.97
1/2/2019 20:00,6.1992,113.34,16.79,68.13
1/2/2019 20:10,7.002,113.94,16.58,69.73
1/2/2019 20:20,8.1035,111.64,16.4,71.18
1/2/2019 20:30,8.2404,109.54,16.36,70.91
1/2/2019 20:40,8.1284,106.74,16.37,71.1
1/2/2019 20:50,7.8359,104.44,16.36,70.52
1/2/2019 21:00,7.1762,106.84,16.5,69.78
1/2/2019 21:10,7.3505,103.64,16.49,68.93
1/2/2019 21:20,6.9273,98.04,16.68,66.74
1/2/2019 21:30,5.4399,87.14,16.63,67.19
1/2/2019 21:40,6.641,53.24,16.32,73.43
1/2/2019 21:50,7.5434,50.56,15.72,79.79
1/2/2019 22:00,7.7488,53.54,15.48,80.5
1/2/2019 22:10,8.8068,59.94,15.61,80.1
1/2/2019 22:20,9.5224,62.94,15.61,80.2
1/2/2019 22:30,9.2797,68.94,15.66,79.37
1/2/2019 22:40,7.7923,71.04,15.91,75.49
1/2/2019 22:50,7.4189,63.04,16.14,74.53
1/2/2019 23:00,6.9895,70.64,16.21,73.94
1/2/2019 23:10,6.5165,78.64,16.26,73.74
1/2/2019 23:20,7.8857,77.04,16.4,72.06
1/2/2019 23:30,8.6823,77.94,16.76,68.91
1/2/2019 23:40,6.9211,80.84,16.74,69.34
1/2/2019 23:50,7.755,71.94,16.52,72.59
1/3/2019 0:00,9.2548,72.74,16.48,73.43
1/3/2019 0:10,8.3836,77.24,16.61,72.52
1/3/2019 0:20,8.2653,77.84,16.71,71.71
1/3/2019 0:30,9.3669,76.14,16.7,71.62
1/3/2019 0:40,8.6512,68.14,16.5,73.23
1/3/2019 0:50,8.7383,67.54,16.28,75.53
1/3/2019 1:00,8.701,75.34,16.11,76.57
1/3/2019 1:10,9.6594,83.14,16.1,78.68
1/3/2019 1:20,9.7154,90.44,15.96,76.79
1/3/2019 1:30,10.1012,88.14,16.19,74.47
1/3/2019 1:40,8.2653,86.04,16.32,74.15
1/3/2019 1:50,7.6305,79.24,16.29,75.02
1/3/2019 2:00,7.9168,75.64,16.3,76.13
1/3/2019 2:10,8.5267,77.64,16.42,75.44
1/3/2019 2:20,9.0246,83.94,16.44,75.13
1/3/2019 2:30,7.6679,83.84,16.48,75.06
1/3/2019 2:40,7.1949,88.14,16.31,76.59
1/3/2019 2:50,6.473,90.84,16.32,76.18
1/3/2019 3:00,6.7157,93.14,16.38,76.31
1/3/2019 3:10,6.1307,89.64,16.41,76.36
1/3/2019 3:20,5.3465,77.14,16.29,76.78
1/3/2019 3:30,5.2905,74.74,16.33,75.57
1/3/2019 3:40,5.527,76.94,16.44,75.3
1/3/2019 3:50,4.4087,85.64,16.26,77
1/3/2019 4:00,4.2002,96.04,16.17,77.64
1/3/2019 4:10,4.9918,91.64,16.27,76.6
1/3/2019 4:20,5.4461,78.84,16.41,75.83
1/3/2019 4:30,5.2719,82.14,16.29,76.72
1/3/2019 4:40,5.3963,91.14,16.33,76.49
1/3/2019 4:50,4.8891,86.44,16.31,76.88
1/3/2019 5:00,4.5238,83.64,16.45,75.95
1/3/2019 5:10,4.0813,75.94,16.35,76.87
1/3/2019 5:20,5.3279,69.04,16.44,76.43
1/3/2019 5:30,6.6223,71.74,16.59,74.59
1/3/2019 5:40,7.6119,76.84,16.7,73.59
1/3/2019 5:50,7.7737,79.64,16.67,74.62
1/3/2019 6:00,10.3502,88.74,16.31,82.8
1/3/2019 6:10,10.1635,91.94,15.69,90.6
1/3/2019 6:20,9.2548,89.94,15.44,93.1
1/3/2019 6:30,8.0537,86.54,15.53,93.1
1/3/2019 6:40,7.5496,85.34,15.73,92.6
1/3/2019 6:50,8.0911,77.44,16.05,91.2
1/3/2019 7:00,8.4769,76.04,16.38,87
1/3/2019 7:10,8.6512,71.84,16.73,81.1
1/3/2019 7:20,9.5224,79.74,17.12,74.25
1/3/2019 7:30,9.8025,82.84,17.21,72.76
1/3/2019 7:40,9.7403,83.54,17.39,72.62
1/3/2019 7:50,10.4062,83.84,17.45,72.56
1/3/2019 8:00,11.0347,83.44,17.68,71.05
1/3/2019 8:10,10.8729,85.24,17.82,70.84
1/3/2019 8:20,11.2588,85.44,17.93,70.07
1/3/2019 8:30,11.7629,82.14,18.14,68.73
1/3/2019 8:40,9.9145,83.44,18.37,68.63
1/3/2019 8:50,12.0056,84.14,18.34,68.4
1/3/2019 9:00,9.983,83.94,18.36,70.19
1/3/2019 9:10,9.4229,84.64,18.48,70.04
1/3/2019 9:20,10.0888,76.64,18.56,69.64
1/3/2019 9:30,9.6345,80.54,18.82,68.75
1/3/2019 9:40,9.149,84.94,18.85,68.76
1/3/2019 9:50,10.1448,81.14,18.93,67.68
1/3/2019 10:00,9.1117,82.14,19.13,68.18
1/3/2019 10:10,9.7652,80.14,19.17,66.59
1/3/2019 10:20,10.1821,87.34,19.47,65.01
1/3/2019 10:30,8.9188,84.74,19.77,63.55
1/3/2019 10:40,8.9499,80.14,19.97,61.97
1/3/2019 10:50,9.2113,86.44,20.17,62.72
1/3/2019 11:00,8.7196,85.64,20.31,61.74
1/3/2019 11:10,9.0619,80.24,20.38,61.34
1/3/2019 11:20,9.398,77.74,20.62,60.16
1/3/2019 11:30,9.1428,91.34,20.77,59.47
1/3/2019 11:40,9.8523,94.34,20.88,58.64
1/3/2019 11:50,8.9001,77.34,21.01,57.41
1/3/2019 12:00,8.8192,88.94,21.22,57.52
1/3/2019 12:10,9.0432,89.44,21.26,57.29
1/3/2019 12:20,9.9643,92.34,21.23,58.48
1/3/2019 12:30,9.6096,99.34,21.37,59.99
1/3/2019 12:40,10.7734,98.64,21.46,59.8
1/3/2019 12:50,10.4062,98.34,21.46,60.54
1/3/2019 13:00,10.039,97.64,21.3,61.2
1/3/2019 13:10,11.0783,102.74,21.27,63.07
1/3/2019 13:20,11.0721,103.44,21.16,64.6
1/3/2019 13:30,11.5077,105.44,21.09,64.52
1/3/2019 13:40,11.7255,107.04,21.05,66.32
1/3/2019 13:50,11.9682,105.74,21.01,67.25
1/3/2019 14:00,12.8769,102.54,20.84,68.05
1/3/2019 14:10,12.4288,94.64,20.81,68.32
1/3/2019 14:20,12.7213,96.84,20.97,67.66
1/3/2019 14:30,13.2565,104.34,20.95,67.67
1/3/2019 14:40,13.2192,100.74,20.98,68.43
1/3/2019 14:50,12.9702,98.54,20.8,69.65
1/3/2019 15:00,12.7026,99.44,20.86,70.7
1/3/2019 15:10,12.7337,99.44,20.88,71.47
1/3/2019 15:20,12.2234,98.94,20.88,71.73
1/3/2019 15:30,13.5241,96.64,20.58,72.44
1/3/2019 15:40,12.3977,95.64,20.62,73.22
1/3/2019 15:50,13.4245,95.44,20.47,73.59
1/3/2019 16:00,12.9827,98.24,20.5,74.35
1/3/2019 16:10,13.6237,98.84,20.31,74.91
1/3/2019 16:20,13.6299,98.34,20.5,74.49
1/3/2019 16:30,13.1569,97.24,20.26,76.45
1/3/2019 16:40,13.0947,101.94,20.33,76.99
1/3/2019 16:50,12.5595,100.64,20.3,76.77
1/3/2019 17:00,12.9764,100.04,20.2,77.33
1/3/2019 17:10,12.9578,101.44,20.03,79.15
1/3/2019 17:20,13.8539,97.24,19.63,80.5
1/3/2019 17:30,13.5241,99.44,19.61,80.6
1/3/2019 17:40,12.7524,100.24,19.7,81.2
1/3/2019 17:50,13.493,97.94,19.54,81.9
1/3/2019 18:00,12.1052,98.74,19.56,82.4
1/3/2019 18:10,12.2919,98.74,19.36,83
1/3/2019 18:20,12.4474,99.14,19.2,83.9
1/3/2019 18:30,10.5867,99.64,19.18,84.7
1/3/2019 18:40,11.1156,100.94,19.07,85.1
1/3/2019 18:50,11.9807,99.74,18.95,85.7
1/3/2019 19:00,11.8625,96.84,18.85,86.7
1/3/2019 19:10,10.4497,95.64,18.85,86.6
1/3/2019 19:20,10.9227,96.64,18.87,86.7
1/3/2019 19:30,10.8231,98.24,18.85,87.1
1/3/2019 19:40,11.2526,94.84,18.88,86.6
1/3/2019 19:50,11.041,94.04,18.94,86.3
1/3/2019 20:00,10.5493,91.54,18.91,87.4
1/3/2019 20:10,10.2755,91.84,18.92,87.4
1/3/2019 20:20,9.4229,89.54,18.94,86.8
1/3/2019 20:30,10.0826,86.14,18.93,87.5
1/3/2019 20:40,9.8896,91.14,18.86,87.2
1/3/2019 20:50,10.1635,89.24,18.75,88
1/3/2019 21:00,9.8149,84.34,18.86,87.4
1/3/2019 21:10,9.5785,83.14,18.92,87.5
1/3/2019 21:20,8.8441,84.84,18.92,88.2
1/3/2019 21:30,8.5267,83.34,18.9,89.7
1/3/2019 21:40,7.811,82.74,18.85,90.4
1/3/2019 21:50,7.7114,83.34,18.8,90.8
1/3/2019 22:00,6.8028,82.34,18.8,91.3
1/3/2019 22:10,7.1887,83.04,18.72,91.2
1/3/2019 22:20,6.9148,80.34,18.71,90.9
1/3/2019 22:30,6.6908,79.54,18.68,90.7
1/3/2019 22:40,7.226,74.44,18.75,89.6
1/3/2019 22:50,7.1949,77.24,18.86,88.7
1/3/2019 23:00,7.3318,75.64,18.89,88.6
1/3/2019 23:10,6.8588,80.24,18.94,88.6
1/3/2019 23:20,6.2054,79.74,19.02,87.6
1/3/2019 23:30,5.8755,73.64,19.04,87.3
1/3/2019 23:40,5.944,76.84,19.06,86.9
1/3/2019 23:50,5.6079,80.54,18.99,87.1
1/4/2019 0:00,5.8195,82.04,18.98,86.9
1/4/2019 0:10,5.3465,80.64,18.97,86.2
1/4/2019 0:20,4.7447,79.34,18.97,86.2
1/4/2019 0:30,4.2251,81.64,18.91,86.8
1/4/2019 0:40,4.4939,84.94,18.85,87.1
1/4/2019 0:50,4.825,89.54,18.85,86.5
1/4/2019 1:00,4.8568,88.54,18.82,86.4
1/4/2019 1:10,4.7989,88.14,18.85,85
1/4/2019 1:20,4.8288,90.84,18.83,85.2
1/4/2019 1:30,4.3054,94.44,18.87,83.9
1/4/2019 1:40,3.884,97.54,18.92,82.2
1/4/2019 1:50,3.5088,98.54,18.91,82.2
1/4/2019 2:00,3.1341,102.04,18.63,84.2
1/4/2019 2:10,4.1871,105.04,18.77,83
1/4/2019 2:20,4.3458,105.94,18.84,83.1
1/4/2019 2:30,3.8666,105.74,18.72,83.8
1/4/2019 2:40,3.945,103.54,18.63,84.9
1/4/2019 2:50,3.6631,104.74,18.57,85.3
1/4/2019 3:00,3.4752,100.34,18.43,86.4
1/4/2019 3:10,3.4036,95.44,18.33,87.3
1/4/2019 3:20,3.2847,89.64,18.2,87.7
1/4/2019 3:30,3.1466,70.94,17.79,89.5
1/4/2019 3:40,3.3862,63.94,17.79,90
1/4/2019 3:50,3.7378,53.34,17.79,90.8
1/4/2019 4:00,4.2562,36.5,17.81,92
1/4/2019 4:10,4.1156,32.64,17.78,92.2
1/4/2019 4:20,3.7708,38.06,17.83,91.7
1/4/2019 4:30,3.7054,39.74,17.86,91.3
1/4/2019 4:40,3.9463,36.9,17.88,90.5
1/4/2019 4:50,3.7085,38.88,17.95,89.5
1/4/2019 5:00,3.2567,46.62,18.03,88.7
1/4/2019 5:10,2.9213,54.74,18.04,87.8
1/4/2019 5:20,3.767,45.39,18.03,87
1/4/2019 5:30,4.6701,38.53,18.05,85.5
1/4/2019 5:40,5.6888,29.09,17.9,85.9
1/4/2019 5:50,5.5146,29.77,17.42,87.6
1/4/2019 6:00,4.8829,20.49,17.06,89.3
1/4/2019 6:10,3.6893,5.67,17.33,87.5
1/4/2019 6:20,2.9238,340.445,18.4,81.3
1/4/2019 6:30,2.8024,338.789,19.18,76.2
1/4/2019 6:40,2.4919,352.02,18.61,82.2
1/4/2019 6:50,1.3356,337.593,18.55,83.8
1/4/2019 7:00,1.549,332.84,18.85,83.1
1/4/2019 7:10,1.3125,315.74,19.28,81
1/4/2019 7:20,1.8253,282.24,19.4,80.2
1/4/2019 7:30,2.2741,275.94,19.55,75.12
1/4/2019 7:40,2.7638,276.84,20.08,71.44
1/4/2019 7:50,2.4589,279.04,20.3,75.06
1/4/2019 8:00,2.3512,289.44,20.41,76.66
1/4/2019 8:10,2.4072,287.54,20.75,75.64
1/4/2019 8:20,2.5597,271.14,21.06,74.52
1/4/2019 8:30,2.21,266.64,21.45,72.07
1/4/2019 8:40,2.8062,253.84,21.71,70.51
1/4/2019 8:50,2.3357,254.64,21.89,68.88
1/4/2019 9:00,2.6736,239.64,21.93,70.54
1/4/2019 9:10,3.2511,230.54,21.82,71.15
1/4/2019 9:20,2.8895,239.84,21.97,70.61
1/4/2019 9:30,2.9362,239.54,22.25,70.2
1/4/2019 9:40,2.991,241.44,22.38,68.99
1/4/2019 9:50,4.0004,244.24,22.38,69.2
1/4/2019 10:00,4.2251,235.54,22.04,69.22
1/4/2019 10:10,4.6788,232.14,21.86,70.03
1/4/2019 10:20,4.9794,233.94,22.12,70.09
1/4/2019 10:30,5.0335,237.04,21.99,69.83
1/4/2019 10:40,4.7989,236.64,21.84,70.5
1/4/2019 10:50,4.3975,243.04,21.93,71.25
1/4/2019 11:00,4.245,241.34,22.14,69.2
1/4/2019 11:10,4.4298,234.04,22.25,68.78
1/4/2019 11:20,4.2494,221.94,22.17,67.54
1/4/2019 11:30,4.5873,233.64,22.23,67.08
1/4/2019 11:40,4.8692,233.04,22.22,67.49
